ORF, GSM114368, GSM114370, GSM114371, GSM114372, GSM114383, GSM114384, GSM114385, GSM114386, GSM114612, GSM114613, GSM114614, GSM114615, GSM116024, GSM116025, GSM116026, GSM116027, GSM116028, GSM116029, GSM116030, GSM116031
b2221,0.425546148,0.25969847,0.324051962,0.121839337,0.121839337,0.121839337,0.255810577,0.255810577,0.255420087,0.275973115,0.242403766,0.242403766,0.139232993,0.181531074,0.201833151,0.198527569,0.197855229,0.205163427,,
b3490,0.925047395,0.47433159,0.603789171,0.603789171,0.603789171,0.312732003,0.312732003,0.312732003,0.224639087,0.224639087,0.551248427,0.551248427,0.551248427,0.551248427,0.551248427,0.490911203,0.455551695,0.455551695,0.455551695,
b3079,0.244563787,0.567885938,0.499962483,0.669064277,0.669064277,0.669064277,0.669064277,0.669064277,0.669064277,0.783325841,0.783325841,0.711189064,0.711189064,0.595588601,0.586800488,0.586800488,0.526045388,0.526045388,0.398884256,0.420676858
b3078,-0.005354966,0.509731108,0.509731108,0.509731108,0.509731108,0.509731108,0.509731108,0.509731108,0.509731108,0.509731108,0.222809516,0.090194162,0.164119814,0.180225398,0.180225398,0.093166809,0.215354979,0.197624687,0.257742259,0.19149808
b2223,-0.421358057,-0.421358057,0.360440442,0.030773477,0.030773477,0.030773477,0.030773477,-0.141769356,-0.141769356,-0.141769356,-0.141769356,-0.35281477,-0.35281477,-0.508507876,-0.508507876,-0.632492735,-0.399869028,-0.399869028,-0.274387346,-0.26085277
b3073,0.030483283,-0.174914283,-0.177980073,-0.180250255,-0.045247565,-0.045247565,-0.045247565,-0.055303012,-0.055303012,-0.055303012,0.111630973,-0.055471639,-0.013276356,-0.013276356,-0.006914474,-0.005006094,-0.005006094,0.029183792,0.059083625,
b3072,-0.615262738,-0.615262738,-0.77767773,-0.77767773,-0.77767773,-0.77767773,-0.77767773,-0.77767773,-0.77767773,-0.77767773,-0.390892433,-0.390892433,0.387800151,0.590865779,0.851016512,0.851016512,1.11073231,1.10920204,1.202223532,
b3071,0.577891808,0.577891808,0.612957095,0.317503135,0.461215712,0.461215712,0.529300634,0.529300634,0.667558318,0.62033505,0.569596851,0.481016719,0.476677594,0.476677594,0.441194547,0.420219265,0.440998929,0.440998929,0.435283949,
b3070,-0.09896038,-0.135803707,0.000649852,0.000649852,0.000649852,0.000649852,0.162694302,0.374471481,0.465055617,0.422982787,0.338566103,0.31223808,0.290130306,0.233441614,0.218212322,0.218376485,0.188423199,0.202797754,0.195687076,
b3077,-1.219623807,-1.219623807,-0.765098026,-0.765098026,-0.765098026,-0.765098026,-0.765098026,-0.765098026,-0.782281067,-0.347509883,-0.247595627,0.078513213,0.078513213,0.166095181,0.149755246,0.149755246,0.130492661,0.200198905,0.143306817,0.143306817
b3076,-0.269590782,0.395377284,0.395377284,0.395377284,0.395377284,0.516982771,0.516982771,0.516982771,0.410242309,0.323249163,0.323249163,0.323249163,0.323249163,0.177775993,-0.006296385,-0.006296385,0.002985931,0.002985931,0.211469029,
b3075,-0.529325497,-0.529325497,-0.421550177,-0.421550177,-0.421550177,0.057918545,-0.067762673,-0.012680983,-0.1184923,-0.1184923,-0.041840427,-0.041840427,-0.255247577,-0.064980518,,,,,,
b3074,0.372396705,0.090720379,0.241458345,-0.040700599,-0.03183366,-0.03183366,0.053007017,0.045800611,0.12190138,0.106068924,0.117321538,0.117641998,,,,,,,,
b3253,0.345345849,0.345345849,0.345345849,0.345345849,0.345345849,0.345345849,-0.184882465,-0.686662597,-0.74742499,-0.429028512,-0.429028512,-0.238582257,-0.177429384,-0.147481476,-0.15617951,-0.086018916,-0.118909138,-0.089476793,-0.031401396,0.020202906
b3252,-0.253848359,-0.180185854,-0.190582279,-0.176148072,-0.208233482,-0.180928231,-0.180928231,0.048619834,0.08126382,0.024368983,0.024368983,0.130867789,0.130867789,0.130867789,0.130867789,0.130867789,0.087256502,0.109493147,,
b3251,0.063234255,0.724956467,0.379298765,0.23849934,0.112811201,0.066852523,0.04408978,0.04408978,-0.021102378,0.081785137,0.097218861,0.09267407,0.080330771,0.06472402,0.025796847,0.061629023,0.044074641,0.025516264,0.025516264,0.031009309
b2389,0.641337061,0.641337061,0.641337061,0.641337061,0.641337061,0.641337061,0.048467247,0.048467247,-0.009608395,-0.009608395,-0.009608395,-0.009608395,-0.040798656,-0.257344664,-0.257344664,-0.257344664,-0.421664693,-0.421664693,-0.421664693,-0.421664693
b3709,0.245609722,0.106932541,0.106932541,0.290449166,0.290449166,0.290449166,0.290449166,0.290449166,0.290449166,0.290449166,0.209419684,0.209419684,0.209419684,0.067808977,0.116998204,0.116998204,0.116998204,0.034289256,-0.397227659,-0.389463653
b3256,0.310235455,0.310235455,0.310235455,0.425423573,0.425423573,0.425423573,0.323444537,0.323444537,0.199567955,0.152850935,0.152850935,0.14444555,0.096227202,0.173095662,0.173095662,0.195866833,0.195866833,0.243848933,0.275672135,0.275672135
b3255,-0.215273749,-0.215273749,-0.215273749,-0.294316056,-0.258975065,-0.374477046,-0.374477046,-0.548067401,-0.532413035,-0.486203561,-0.486203561,-0.515739268,-0.427556735,-0.368375777,-0.339409118,-0.304380264,-0.4331415,-0.458939334,-0.482534834,-0.496396546
b3254,0.023541512,0.023541512,-0.164250418,-0.040078823,-0.072557547,-0.072557547,-0.072557547,-0.072557547,-0.072557547,0.034379812,0.034379812,0.034379812,0.034379812,0.034379812,-0.014093978,-0.014093978,-0.014093978,-0.059340117,-0.059340117,
b2382,-0.482306021,-0.194076397,-0.194076397,-0.194076397,-0.182740466,0.041566473,0.000953609,0.216872984,0.246716419,0.352661147,0.354244438,0.392843857,0.301728639,0.283962667,0.296448536,0.296448536,0.296448536,0.30171619,0.282938741,0.277598848
b2383,-0.509811488,-0.509811488,-0.349727244,0.060297716,0.060297716,0.060297716,0.060297716,0.060297716,0.060297716,0.060297716,0.060297716,0.339858459,-0.087387505,-0.002632272,-0.002632272,-0.002632272,-0.230825925,-0.230825925,-0.138087653,-0.138087653
b3259,-0.070924145,-0.065078134,-0.124118428,-0.124118428,-0.124118428,-0.124118428,-0.04521653,0.024943035,0.056241802,0.00881687,0.06308714,0.028088691,0.028088691,0.028088691,0.011790299,0.061523602,0.065558389,0.05964177,0.087381302,
b3258,-0.227881243,-0.059435312,0.02076085,-0.015510008,0.152966034,0.064569909,0.064569909,0.064569909,0.002667249,-0.033176515,-0.033176515,-0.033176515,-0.033176515,-0.077837607,-0.077837607,-0.077837607,-0.077837607,-0.077837607,-0.111768549,-0.111768549
b2386,-0.071750406,0.087214801,0.087214801,-0.178960989,-0.178960989,-0.178960989,-0.178960989,-0.178960989,-0.178960989,-0.178960989,-0.178960989,-0.238026577,-0.238026577,-0.238026577,-0.238026577,-0.238026577,-0.238026577,-0.238026577,-0.248067339,-0.297988944
b3700,0.361935161,0.361935161,0.361935161,0.361935161,0.361935161,0.361935161,-0.086418772,-0.086418772,-0.086418772,-0.086418772,-0.191159283,-0.175036402,-0.15087489,-0.15087489,0.033441353,-0.050148651,-0.14606554,-0.14606554,-0.098582641,-0.134320621
b2384,-0.112406595,-0.112406595,-0.112406595,-0.112406595,-0.274900088,0.019991933,0.236834149,0.269723318,0.132102118,0.158212911,0.158212911,0.158212911,0.052789663,0.052789663,0.053041734,0.044666376,0.067338321,0.058546279,0.085173622,0.101812225
b2385,-0.102265399,-0.621455774,-0.621455774,-0.621455774,-0.621455774,-0.621455774,-0.621455774,-0.440155371,-0.440155371,-0.138324496,-0.201206776,-0.12485956,-0.12485956,-0.12485956,-0.196587251,-0.104823722,0.080356682,0.080356682,0.080356682,
b1058,1.088435409,0.884008691,0.891199474,0.891199474,0.891199474,0.891199474,0.891199474,0.635723724,0.635723724,0.635723724,0.485394325,0.699660026,0.699660026,0.687082216,0.687082216,0.728865201,0.719039638,0.719039638,0.495534801,
b1405,0.49184178,0.404376459,0.246686926,0.246686926,0.246686926,0.246686926,0.366648551,0.509769315,0.479823947,0.479823947,0.469790563,0.379489181,0.379489181,0.379489181,0.326941,0.276014236,0.314670759,0.303005397,0.273450985,
b1373,-0.158327517,0.100668573,0.100668573,0.100668573,0.100668573,0.560590392,0.560590392,0.560590392,0.560590392,0.512272376,0.303893528,0.332343634,0.332343634,0.332343634,0.346105803,0.41141712,0.304893842,0.304893842,,
b1406,-0.23643807,-0.133602584,-0.107071846,0.020430855,-0.060888768,-0.082177305,-0.042376367,0.058929764,0.061400388,0.053419343,0.011062465,0.024110399,0.028385174,0.017860299,0.017860299,0.038019185,0.035348819,0.080120713,0.056919074,0.046428267
b3381,0.336823149,0.336823149,0.219557961,0.377691157,0.05782337,0.05782337,0.05782337,0.010227588,0.011763767,0.011763767,0.081573233,0.018085296,0.092358344,0.057078922,0.053496633,0.043744054,0.055924532,-0.05069307,-0.020767976,
b2259,-0.00948741,0.214332311,0.143526645,0.095805178,0.11934194,0.048865162,0.097437392,0.127477006,0.139158486,0.094606115,0.063915641,0.055036076,0.111835427,0.079033119,0.097777241,0.096357195,0.101624548,0.077051189,0.089434857,0.068842967
b3383,-0.382453487,-0.382453487,-0.382453487,-0.382453487,-0.382453487,-0.382453487,-0.382453487,-0.382453487,-0.382453487,0.702881475,0.151481963,0.151481963,0.181123858,0.181123858,0.181123858,0.264061221,0.294449145,0.338543174,,
b3382,0.645615096,0.215978732,0.683960878,0.683960878,0.683960878,0.683960878,0.683960878,0.43753844,0.427155413,0.394326549,0.394326549,0.394326549,0.366321696,0.366321696,0.366321696,0.464744091,0.464744091,0.393442705,0.401146103,
b3385,-0.339841716,-0.039532702,-0.072305774,-0.213561571,-0.3806328,-0.161596852,-0.018677704,-0.018677704,-0.018677704,0.076071375,-0.043850928,0.018400807,-0.114499901,-0.140302907,-0.143941931,-0.153100095,,,,
b3384,-0.257135415,0.101469024,0.101469024,0.064596096,-0.022195938,0.127960626,0.031397591,0.146934044,0.080240242,0.192037966,0.209385479,0.290037287,0.175405441,0.227571242,0.186634662,0.236648003,0.208020506,0.208020506,0.204133236,0.231198944
b3387,0.023389822,0.023389822,-0.237512653,0.065268493,-0.033097034,-0.00651448,-0.00651448,-0.024582323,-0.024582323,0.086556975,0.214739778,0.214739778,0.107296964,0.136287508,0.136287508,0.158300204,0.152734361,0.169744726,0.150445329,0.153392843
b3386,-0.085119804,-0.085119804,-0.085119804,-0.068894189,-0.019727761,-0.019273354,0.172669808,0.307203025,0.371558696,0.342783895,0.377089221,0.358241002,0.311597147,0.304776555,0.29785554,0.260103043,0.266867994,0.246918424,0.246918424,
b3389,0.33123583,0.33123583,0.248721192,0.248721192,0.248721192,0.248721192,0.162103714,0.143552658,-0.018827364,0.122150626,0.248188277,0.282698066,0.112146126,0.203378561,0.203378561,0.216314166,0.118800267,0.106413625,-0.029451165,-0.015858472
b4106,-0.04728419,0.352632658,0.352632658,0.43136798,0.428544553,0.428398086,0.428398086,0.539399181,0.539399181,0.423064577,0.419402878,0.370628137,0.313203719,0.302791292,0.298904513,0.281913403,0.277290529,0.271484744,0.296540534,0.300847768
b2252,0.402988919,0.383706024,1.021818172,1.021818172,0.621611194,0.621611194,0.428323947,0.48374879,0.48374879,0.405759168,0.267390465,0.267390465,0.169634675,,,,,,,
b2253,-0.08610873,-0.08610873,-0.209188262,-0.270364911,-0.270364911,-0.270364911,-0.270364911,-0.270364911,-0.28707392,-0.237368585,-0.237368585,-0.237368585,-0.161339515,-0.118860881,-0.165483047,-0.139455892,-0.072976035,-0.07035229,0.027967101,0.048021584
b2254,0.370981341,0.370981341,0.156316644,0.165892506,0.165892506,0.165892506,0.165892506,0.099628664,0.099628664,0.099628664,0.099628664,0.099628664,0.099628664,0.177268855,0.177268855,0.193325688,0.193325688,0.193325688,0.212284882,0.212284882
b2255,0.055024013,0.588437394,0.350105448,0.345080341,0.193172849,0.193172849,0.212512688,0.376092033,0.514664708,0.367793455,0.395516246,0.441450087,0.405206721,0.337182684,0.30939565,0.327420065,0.311195293,0.330414778,0.330414778,
b2256,0.118296392,0.118296392,0.118296392,0.118296392,0.118296392,0.392030867,0.392030867,0.392030867,0.392030867,0.392030867,0.429611811,0.429611811,-0.038862402,-0.038862402,-0.183093587,-0.183093587,-0.191582751,-0.148025084,,
b2257,0.237059626,0.237059626,0.237059626,0.237059626,0.237059626,0.237059626,0.603148953,0.603148953,0.423537489,0.271078934,0.242041797,0.108738306,0.107410655,0.021038754,0.021038754,-0.009511891,-0.017255823,-0.017255823,0.008349034,0.025060785
b3671,0.428784887,0.428784887,0.428784887,-0.483055726,-0.505711724,-0.505711724,-0.651426075,-0.509129895,-0.417109149,-0.390078591,-0.512122769,-0.489230589,-0.429590394,-0.402202268,,,,,,
b3670,0.096657749,1.155177268,1.797293316,1.797293316,1.797293316,1.797293316,1.168544106,1.168544106,1.314332055,0.840308476,0.777985132,0.777985132,0.670279998,0.670279998,0.559866281,0.379028913,0.352527936,,,
b3673,0.168248364,0.168248364,0.09299275,0.09299275,0.010740347,0.089604139,0.089604139,0.08834005,0.08834005,0.139477432,0.139477432,0.177477801,0.177477801,0.177477801,0.026795902,0.124819115,0.124819115,0.132177007,0.071758297,0.028589535
b3672,-0.192002908,-0.192002908,-0.192002908,-0.192002908,-0.192002908,0.510688192,0.510688192,0.510688192,0.510688192,0.908744387,0.570709567,0.570709567,0.394449463,0.440634888,0.142404144,0.080826375,0.045587393,0.005877223,,
b3675,-1.204708898,-1.204708898,-1.204708898,-0.964192216,-0.964192216,-0.964192216,-0.51751495,-0.51751495,-0.51751495,-0.503886354,-0.225031988,-0.125384179,-0.016490158,-0.19007388,-0.19007388,-0.19007388,-0.19007388,-0.19007388,-0.137274773,-0.137274773
b3674,-0.157046174,-0.157046174,-0.157046174,-0.157046174,-0.157046174,-0.157046174,-0.157046174,-0.151683261,-0.151683261,-0.151683261,-0.151683261,-0.151683261,-0.151683261,0.100666157,0.100666157,0.298206215,0.298206215,0.298206215,0.095121218,0.080724336
b3677,-0.963246877,-0.963246877,-0.663330162,-0.663330162,-0.389335568,-0.132239469,-0.132239469,0.164923058,0.164923058,0.268387185,0.268387185,0.268387185,0.268387185,0.329439181,0.329439181,0.307193575,0.326508866,0.326508866,0.325021244,0.325021244
b3676,0.053286709,0.053286709,0.053286709,0.053286709,0.053286709,0.053286709,0.038764546,0.057783432,0.057783432,0.057783432,0.066557243,0.066557243,0.185267069,0.078350578,0.19945872,0.096325398,0.182315288,0.155876336,,
b3679,-0.123553931,-0.158212261,0.088887842,-0.081133716,-0.081133716,-0.081133716,-0.081133716,-0.081133716,-0.081133716,-0.081133716,-0.081133716,0.200020235,0.200020235,0.419922701,0.419922701,0.419922701,0.419922701,0.419922701,0.319242578,0.319242578
b3678,-0.093578304,-0.093578304,-0.093578304,-0.066009553,-0.252832141,-0.103925467,0.094602681,0.094602681,0.094602681,0.172904336,0.10174074,0.039297248,0.054611527,0.037364059,0.17692724,0.089916323,0.122655909,0.119820625,0.119820625,0.142872049
b4105,0.634212341,0.431302937,0.344697442,0.25537613,0.179663738,0.359988138,0.359988138,0.359988138,0.295696044,0.200104949,0.200104949,0.210108836,0.210108836,0.18483729,0.18483729,0.17656039,0.222114212,0.192018622,0.203475452,0.196974223
b2285,-0.169248226,-0.213727525,-0.144093169,-0.431132101,-0.309088928,-0.309088928,-0.344670767,-0.415770118,-0.298654804,-0.296054692,-0.16976947,-0.203843675,-0.122310537,-0.134274534,-0.160625598,-0.17534448,-0.168463338,-0.165614254,-0.159678733,
b2812,-0.372683061,-0.372683061,-0.372683061,-0.372683061,-0.118551604,-0.118551604,-0.118551604,-0.012248327,0.00410174,-0.047634935,-0.077468917,-0.077468917,-0.077468917,-0.11958294,-0.113258001,-0.113258001,-0.113258001,-0.045658531,,
b2813,0.123847167,0.466675224,0.244537584,0.352044873,0.252665124,0.247482936,0.190944625,0.201339863,0.239955325,0.229057659,0.203214933,0.199631282,0.173998432,0.159211623,0.167771095,0.127606531,0.087939891,0.098051475,0.061475863,0.059221963
b2810,-0.491541444,-0.491541444,0.488089216,0.247435943,0.247435943,0.247435943,0.247435943,-0.266336683,-0.286171908,-0.286171908,-0.286299311,-0.286299311,-0.332756641,-0.332756641,-0.332756641,-0.332756641,-0.332756641,-0.332756641,-0.333344528,-0.333344528
b2811,-0.703639401,-0.435446522,-0.435446522,-0.12783959,-0.12783959,-0.122894869,-0.122894869,-0.036342004,-0.121666288,-0.121666288,-0.121666288,-0.121666288,-0.220319131,-0.144738252,-0.324883326,-0.236608283,,,,
b2817,-0.726310259,-0.128100624,0.103972304,0.103972304,0.103972304,0.103972304,0.129727245,0.129727245,0.129727245,0.129727245,0.129727245,0.129727245,0.186970643,0.186970643,0.140133813,0.153069609,0.248585384,0.248585384,0.248585384,0.248585384
b2049,-0.276506537,0.7168941,0.699905577,0.699905577,0.699905577,0.538990922,0.476176524,0.481452554,0.481452554,0.481452554,0.481452554,0.481452554,0.481452554,0.428440716,0.428440716,0.428440716,0.428440716,0.394043521,0.394043521,
b2818,-0.193085016,-0.193085016,-0.67038575,-1.053261803,-1.053261803,-1.15477359,-1.15477359,-1.261611947,-0.925446519,-0.471654787,-0.400865304,-0.400865304,-0.400865304,-0.330188746,-0.284723507,-0.22887311,-0.221282256,-0.193906717,,
b1874,0.512333036,-0.010760801,-0.010760801,-0.010760801,-0.010760801,-0.216186794,0.024430455,0.024430455,0.177386022,0.131222458,0.408608616,0.408608616,0.408608616,0.408608616,0.469495674,0.469495674,0.437680399,0.374048116,0.377977163,
b1056,1.114523927,0.281909334,0.591688518,0.591688518,0.591688518,0.591688518,0.591688518,0.591688518,0.311978389,0.311978389,0.124854103,0.224013169,0.224013169,0.210615735,0.215407821,0.249614127,0.228059511,0.196034521,0.192670731,
b3819,0.032000469,-0.490400671,-0.188937254,-0.188937254,-0.188937254,-0.188937254,-0.188937254,-0.188937254,-0.188937254,-0.234109188,-0.215001252,-0.41578841,-0.398163297,-0.49409334,-0.540546111,-0.637317985,-0.506429567,-0.506429567,-0.585354508,-0.585354508
b3818,0.068780644,0.221785799,0.020584935,0.015066074,0.015066074,0.015066074,0.015066074,0.015066074,0.015066074,-0.072010104,-0.072010104,-0.072010104,-0.072010104,-0.127122541,-0.127122541,-0.112536078,-0.13921911,-0.077202364,-0.11037786,-0.084051379
b0963,0.470127219,0.470127219,0.470127219,0.470127219,0.21429521,0.036084924,-0.053836332,0.105153557,0.105153557,0.185080065,0.083568987,0.103177451,0.0536682,0.082864066,0.042058711,0.077172876,-0.008744986,0.016442605,,
b3489,-0.510360023,-0.510360023,-0.510360023,-0.510360023,-0.510360023,1.035900156,0.413109804,0.413109804,0.391146754,0.65871494,0.65871494,0.65871494,0.630463435,0.630463435,0.630463435,0.636457274,0.636457274,0.571073837,,
b1371,0.342173736,-0.023060477,-0.023060477,-0.02651275,0.067603109,0.08439435,0.352573155,0.373346507,0.447948904,0.479065037,0.459516033,0.413121425,0.406593497,0.422113092,0.404646579,0.375574208,0.353735032,0.3717239,0.378912455,
b3811,-0.061619934,-0.061619934,-0.061619934,-0.061619934,-0.314642747,-0.381310403,-0.28964346,-0.28964346,-0.272450716,-0.137624286,-0.137624286,-0.137155082,-0.074937545,0.01376845,0.054175299,0.080075447,0.080075447,0.044406925,-0.004646813,-0.084366307
b3810,-1.122141225,0.508089741,0.04843797,0.04843797,0.04843797,0.04843797,0.04843797,0.028305893,0.049916919,0.049916919,-0.037032103,-0.037032103,-0.037591783,-0.096448696,-0.012817169,-0.032711241,-0.032711241,-0.032775578,-0.069422413,
b3813,0.488172326,0.488172326,0.488172326,0.078668475,0.078668475,0.078668475,-0.069250225,-0.069250225,0.093456212,-0.068096417,-0.068096417,-0.086006312,-0.08452991,-0.093988093,-0.093988093,-0.093988093,-0.093988093,-0.093988093,-0.125614799,-0.124754456
b3812,-0.01468241,-0.01468241,-0.01468241,-0.20255091,-0.20255091,-0.211992454,-0.211992454,-0.211992454,-0.211992454,-0.199533964,-0.116391969,-0.190548462,,,,,,,,
b3815,-0.087358698,-0.189058121,-0.189058121,-0.189058121,-0.189058121,-0.189058121,-0.135731143,0.148656558,0.102961638,0.033149123,0.011541264,0.011541264,-0.054379242,0.091870954,-0.018979137,-0.026227976,0.009172859,-0.00863096,-0.01708382,
b3814,0.139393841,0.139393841,0.139393841,-0.238594388,-0.238594388,-0.238594388,-0.052061269,-0.052061269,-0.037964627,-0.037964627,-0.145784729,-0.145784729,-0.145784729,-0.145784729,0.099399853,0.099399853,0.311125389,0.391576311,0.240716223,0.050113175
b3817,-0.289562027,-0.289562027,-0.533807344,-0.628683444,-0.628683444,-0.628683444,-0.307268039,-0.307268039,-0.307268039,-0.210935334,-0.135593699,-0.135593699,-0.212324959,-0.218764262,-0.252005222,-0.252005222,-0.252005222,-0.252005222,-0.376623192,-0.323378573
b3816,-0.15592058,-0.279836397,0.239596123,0.142938723,0.190262401,0.190860901,0.15457499,0.138265282,0.095685303,0.095685303,0.029753912,-0.00680178,0.029238625,0.004710398,-0.009797972,-0.050090694,-0.034709158,-0.057893762,-0.073351384,
b1388,0.166635175,0.055379933,0.055379933,0.055379933,0.055379933,0.055379933,0.055379933,0.055379933,0.439160363,0.067256776,0.067256776,0.000359319,,,,,,,,
b2830,-0.207762802,-0.009023267,0.057441254,0.008163421,-0.015979666,-0.042273442,-0.076770997,-0.076770997,-0.083586892,-0.081596121,-0.081596121,-0.081596121,-0.081596121,-0.251365693,-0.251365693,-0.191915004,-0.237291671,,,
b0966,-0.689730006,-0.689730006,-0.415161037,-0.106084643,0.062487099,0.127581709,0.065484766,0.043085335,0.117415496,0.048941686,0.042861599,0.018633,-0.038456557,-0.038456557,-0.052516327,-0.133937528,-0.174985493,-0.185106408,-0.165400097,
b2018,0.792094573,0.792094573,0.792094573,0.792094573,0.792094573,0.792094573,0.792094573,0.792094573,0.792094573,0.792094573,0.792094573,0.273217076,0.273217076,0.273217076,0.067175871,-0.242850193,-0.014640556,-0.014640556,,
b2654,-0.548934214,-0.548934214,-0.626734513,-0.626734513,-0.626734513,-0.626734513,-0.626734513,-0.626734513,-0.572023404,-0.211705001,-0.211705001,-0.211705001,-0.162125764,-0.162125764,-0.387655283,-0.109365897,-0.236580292,-0.062852126,-0.098113557,-0.025545159
b2655,-1.238918305,-0.834544298,-0.460352657,-0.460352657,-0.460352657,-0.460352657,-0.460352657,-0.460352657,-0.460352657,-0.460352657,-0.460352657,-0.460352657,-0.460352657,-0.460352657,-0.336925012,0.018532047,0.018532047,0.05615941,0.05615941,0.05615941
b2656,-0.775426901,-0.775426901,-0.775426901,-0.23015108,-0.071222979,-0.245459109,-0.094886838,0.082106977,0.228965446,0.243175647,0.133650699,0.075745349,0.050986585,0.0359302,0.0359302,0.014693852,0.102107055,0.065306018,0.096745161,0.084397766
b2657,0.427236484,0.427236484,0.295205143,0.614020174,0.614020174,0.614020174,0.614020174,0.614020174,0.614020174,0.614020174,0.360647314,0.506295586,0.238651154,0.238651154,0.238651154,0.238651154,0.228072068,0.228072068,0.264627161,0.267542005
b2650,-0.986099508,-0.986099508,-0.986099508,-0.681477878,-0.681477878,-0.681477878,-0.468676346,-0.468676346,-0.311805146,-0.167087538,-0.198967814,-0.089011346,-0.089011346,-0.111838218,-0.049311077,0.008114022,0.037602973,0.071490508,0.075331158,0.100787945
b3498,-0.795726909,-0.363220837,-0.363220837,-0.195353087,-0.195353087,-0.195353087,-0.300760229,-0.300760229,-0.1157141,-0.1157141,-0.158471512,-0.097893651,-0.097893651,-0.046214688,-0.046214688,-0.012840143,-0.054645738,-0.010856999,-0.026416026,-0.040378977
b2653,-1.054107516,-0.255134365,-0.181674672,-0.181674672,-0.181674672,-0.181674672,-0.089065934,-0.089065934,-0.123070895,-0.123070895,-0.123070895,-0.123070895,0.151809865,0.151809865,0.151809865,0.119185474,0.119185474,-0.039585766,0.058999337,-0.038097482
b3495,-0.100116476,-0.281567074,0.016245186,-0.183191687,-0.183191687,-0.183191687,-0.202284217,-0.230018832,-0.197574945,-0.209182266,-0.209182266,-0.180546875,-0.180130544,-0.138416287,-0.138416287,-0.102836889,-0.137762643,-0.096809341,-0.163133347,-0.161448484
b3494,0.058460473,0.058460473,0.275180833,0.223342838,0.34843399,0.321125269,0.275060089,0.275060089,0.174332442,0.174332442,0.05724778,-0.037466355,-0.123354019,-0.106857951,-0.195538856,-0.208730544,-0.27985694,-0.251531331,,
b3497,-1.415457353,-1.03693878,-0.365467855,-0.446435558,-0.446435558,-0.446435558,-0.446435558,-0.667225088,-0.436740519,-0.510470297,-0.510470297,-0.566786857,-0.480168697,-0.513775164,-0.399754718,-0.408842915,-0.330224251,-0.347992034,-0.347992034,-0.376595873
b3496,0.574970149,0.574970149,0.574970149,0.574970149,0.574970149,0.574970149,0.574970149,0.288274042,0.288274042,0.10603076,0.10603076,0.189658709,0.189658709,0.106060724,0.05432872,0.05432872,-0.003288793,-0.028457345,-0.103992481,-0.103992481
b2658,0.03698416,-0.324563935,-0.029981196,-0.029981196,-0.029981196,-0.029981196,-0.029981196,0.22191671,0.827192105,0.715174998,0.715174998,0.706217709,0.620273486,0.540243314,0.540243314,0.540243314,0.540243314,0.520556754,0.434470117,
b2659,0.854088044,0.854088044,0.854088044,0.41905662,0.264286133,0.327071187,0.255686658,0.390272057,0.504286962,0.62122197,0.519475036,0.456192734,0.410571024,0.381419009,0.30873397,0.287424035,0.248723265,0.228570452,0.206792533,0.209806888
b3493,-1.445437174,-0.997132206,-0.691765402,-0.572357877,-0.597783835,-0.564869973,-0.619711086,-0.63839782,-0.575093409,-0.586687214,-0.586687214,-0.497742398,-0.472968438,-0.469695616,-0.435420374,-0.358668735,-0.371351147,-0.367101811,-0.370600751,-0.353075748
b3492,0.599609321,-0.026187491,-0.15303873,-0.15303873,-0.15303873,-0.15303873,-0.15303873,-0.15303873,-0.130621253,-0.278175327,-0.278175327,-0.278175327,-0.09415878,-0.19538095,-0.19538095,-0.135739409,-0.18379792,-0.26193551,-0.359077778,-0.38194822
b2831,-0.005915107,0.541178474,0.337710896,0.217100951,0.217100951,0.217100951,0.152724023,0.152724023,0.232289731,0.085085719,-0.038284461,-0.102495118,-0.056002538,-0.132910744,-0.046842884,-0.083671493,-0.030587943,-0.067967388,-0.067967388,-0.098941298
b2728,-0.058650939,-0.058650939,-0.058650939,-0.180088953,-0.180088953,-0.180088953,-0.368748497,-0.368748497,-0.620269603,-0.714218169,-0.714218169,-0.39183977,-0.39183977,-0.39183977,-0.39183977,-0.39183977,-0.39183977,-0.410055537,-0.354878811,-0.270302104
b2729,-0.856691045,0.340115509,0.218945119,0.218945119,0.218945119,0.204487848,0.204487848,-0.063097967,-0.181988023,-0.181988023,-0.010819677,-0.068284618,-0.068308332,-0.08558086,-0.08558086,-0.08558086,-0.08558086,-0.009996062,-0.009996062,
b2724,-1.228710285,-1.228710285,-1.228710285,-0.725436522,-0.451641453,-0.451641453,-0.638846463,-0.638846463,-0.422718524,-0.376605124,-0.417868105,-0.315359454,-0.236582099,-0.236582099,-0.207824869,-0.207824869,-0.193998631,,,
b2725,0.116072741,0.116072741,-0.052656778,-0.399639579,-0.228723502,-0.198135236,-0.198135236,-0.198135236,-0.319200322,-0.319200322,-0.357350555,-0.357350555,-0.345667413,-0.345667413,-0.345667413,-0.352981317,-0.352981317,-0.437732164,-0.327844604,-0.327844604
b2726,0.216451044,0.216451044,0.216451044,0.216451044,0.487157438,0.486122291,0.486122291,0.230344621,-0.119589342,-0.359844796,-0.359844796,-0.159909795,-0.140121691,-0.140121691,-0.140121691,-0.184597687,-0.184597687,-0.16363617,-0.143211393,-0.143211393
